chr1 start1 end1 chr2 start2 end2 region
chrY 5989666 5987945 chrX 5286321 5287978 stratum2
chrY 5992470 5989670 chrX 5283429 5286188 stratum2
chrY 5995763 5992467 chrX 5280006 5283295 stratum2
chrY 6001843 5997284 chrX 5273956 5278604 stratum2
chrY 6004277 6002508 chrX 5271305 5273034 stratum2
chrY 6011138 6008764 chrX 4199444 4201875 stratum2
chrY 6015722 6012035 chrX 5262864 5266533 stratum2
chrY 6017844 6016302 chrX 5260741 5262240 stratum2
chrY 6021321 6018955 chrX 5253916 5256169 stratum2
chrY 6025477 6024399 chrX 13953677 13954833 stratum1
chrY 6032634 6025742 chrX 5245002 5251850 stratum2
chrY 6036506 6034579 chrX 9643719 9645649 stratum3
chrY 6037937 6036424 chrX 20609262 20610834 stratum1
chrY 6042158 6037942 chrX 5238291 5242628 stratum2
chrY 6044986 6046770 chrX 14617724 14619525 stratum1
chrY 6046784 6045518 chrX 1859240 1860481 PAR
chrY 6051025 6052591 chrX 1587 3177 PAR
chrY 6051092 6049970 chrX 1555046 1556180 PAR
chrY 6052590 6054454 chrX 3524 5387 PAR
chrY 6060456 6057567 chrX 4199771 4202612 stratum2
chrY 6065653 6061900 chrX 5224065 5227901 stratum2
chrY 6068623 6065657 chrX 5220667 5223618 stratum2
chrY 6072973 6071957 chrX 13953784 13954833 stratum1
chrY 6075522 6077198 chrX 3936197 3937883 stratum2
chrY 6076504 6075131 chrX 1587 2947 PAR
chrY 6079903 6078318 chrX 5213872 5215453 stratum2
chrY 6082691 6080909 chrX 5211810 5213588 stratum2
chrY 6086117 6083510 chrX 5206718 5209309 stratum2
chrY 6087311 6086150 chrX 5205580 5206733 stratum2
chrY 6093434 6089769 chrX 5197811 5201515 stratum2
chrY 6097835 6095485 chrX 5192930 5195292 stratum2
chrY 6099670 6097838 chrX 5191026 5192833 stratum2
chrY 6103284 6099835 chrX 5187602 5190997 stratum2
chrY 6105942 6103284 chrX 5184851 5187499 stratum2
chrY 6111136 6109185 chrX 5177609 5179604 stratum2
chrY 6112707 6111633 chrX 5172117 5173165 stratum2
chrY 6114826 6112723 chrX 5169706 5171894 stratum2
chrY 6116924 6114825 chrX 5167272 5169418 stratum2
chrY 6124066 6117113 chrX 5160131 5167100 stratum2
chrY 6129170 6124807 chrX 5155643 5160054 stratum2
chrY 6131136 6130078 chrX 1302716 1303763 PAR
chrY 6137717 6138779 chrX 1302716 1303769 PAR
chrY 6154620 6153422 chrX 5537178 5538355 stratum2
chrY 6154913 6153436 chrX 3936197 3937650 stratum2
chrY 6154926 6156391 chrX 10468938 10470421 stratum3
chrY 6155540 6158033 chrX 1859179 1861501 PAR
chrY 6158288 6161084 chrX 2578 5359 PAR
chrY 6169074 6167511 chrX 665508 667071 PAR
chrY 6177880 6176204 chrX 5132598 5134373 stratum2
chrY 6180596 6178502 chrX 5130540 5132601 stratum2
chrY 6181995 6183053 chrX 1302716 1303763 PAR
chrY 6187701 6186352 chrX 5116882 5118221 stratum2
chrY 6189970 6188854 chrX 5113776 5114975 stratum2
chrY 6192433 6190556 chrX 5110424 5112343 stratum2
chrY 6194118 6192445 chrX 5108082 5109807 stratum2
chrY 6195178 6198976 chrX 1587 5387 PAR
chrY 6195242 6194119 chrX 1555049 1556181 PAR
chrY 6200979 6202080 chrX 1555066 1556180 PAR
chrY 6201027 6199486 chrX 1587 3167 PAR
chrY 6203659 6202156 chrX 5105855 5107363 stratum2
chrY 6216165 6213195 chrX 5101110 5104032 stratum2
chrY 6217663 6216171 chrX 5099513 5101004 stratum2
chrY 6220003 6218025 chrX 5096253 5098229 stratum2
chrY 6225200 6221983 chrX 5090384 5093510 stratum2
chrY 6226727 6225204 chrX 5087977 5089500 stratum2
chrY 6232597 6233599 chrX 4201613 4202612 stratum2
chrY 6233599 6232597 chrX 3965115 3966122 stratum2
chrY 6239911 6240936 chrX 1302716 1303768 PAR
chrY 6252348 6249928 chrX 4199444 4201777 stratum2
chrY 6260348 6258562 chrX 5084566 5086324 stratum2
chrY 6265213 6263607 chrX 5082968 5084567 stratum2
chrY 6276162 6273942 chrX 5076263 5078715 stratum2
chrY 6277190 6276172 chrX 5074587 5075642 stratum2
chrY 6280551 6279133 chrX 5055684 5057137 stratum2
chrY 6282307 6280595 chrX 5052538 5054298 stratum2
chrY 6285702 6283991 chrX 5048791 5050608 stratum2
chrY 6287949 6285701 chrX 5045243 5047422 stratum2
chrY 6292900 6294262 chrX 20396455 20397720 stratum1
chrY 6292901 6288821 chrX 5038528 5042733 stratum2
chrY 6294264 6293120 chrX 1775480 1776569 PAR
chrY 6298057 6296326 chrX 5035873 5037573 stratum2
chrY 6299944 6303103 chrX 4199445 4202613 stratum2
chrY 6299944 6298056 chrX 5033873 5035839 stratum2
chrY 6308936 6303102 chrX 5028057 5033876 stratum2
chrY 6311504 6308938 chrX 5024544 5027080 stratum2
chrY 6314958 6311643 chrX 5021138 5024551 stratum2
chrY 6318130 6314753 chrX 5017786 5021140 stratum2
chrY 6320411 6319391 chrX 5014223 5015274 stratum2
chrY 6322420 6320982 chrX 5012698 5014226 stratum2
chrY 6326499 6322420 chrX 5008442 5012479 stratum2
chrY 6327642 6326530 chrX 5007229 5008300 stratum2
chrY 6329514 6327647 chrX 5005069 5006950 stratum2
chrY 6335541 6331219 chrX 4999638 5004058 stratum2
chrY 6335543 6338122 chrX 4199446 4202062 stratum2
chrY 6341914 6339466 chrX 4997228 4999640 stratum2
chrY 6342935 6341914 chrX 4996086 4997090 stratum2
chrY 6344747 6342934 chrX 4993667 4995509 stratum2
chrY 6351377 6347007 chrX 4986414 4990856 stratum2
chrY 6359683 6362006 chrX 3980837 3983074 stratum2
chrY 6361962 6359305 chrX 4199508 4202144 stratum2
chrY 6372035 6362006 chrX 4976256 4986416 stratum2
chrY 6380953 6373650 chrX 4965990 4973417 stratum2
chrY 6383242 6381531 chrX 4963830 4965490 stratum2
chrY 6387989 6386768 chrX 4958181 4959416 stratum2
chrY 6389849 6388420 chrX 18033009 18034443 stratum1
chrY 6393329 6389848 chrX 4954704 4958188 stratum2
chrY 6396474 6393329 chrX 4951434 4954586 stratum2
chrY 6401041 6398905 chrX 4947849 4950041 stratum2
chrY 6405809 6401041 chrX 4942977 4947723 stratum2
chrY 6411310 6407209 chrX 4937626 4941629 stratum2
chrY 6414044 6412440 chrX 4926541 4928242 stratum2
chrY 6415885 6414042 chrX 4924354 4926204 stratum2
chrY 6417943 6416836 chrX 4921519 4922620 stratum2
chrY 6421165 6419626 chrX 4918328 4919982 stratum2
chrY 6423353 6421299 chrX 4915910 4917908 stratum2
chrY 6426420 6424034 chrX 4912298 4914713 stratum2
chrY 6428950 6426914 chrX 4908105 4910290 stratum2
chrY 6431866 6429750 chrX 4902964 4905142 stratum2
chrY 6433827 6431854 chrX 4900416 4902414 stratum2
chrY 6446394 6444132 chrX 4896739 4898943 stratum2
chrY 6448479 6451685 chrX 1890137 1893348 PAR
chrY 6449963 6451876 chrX 9643721 9645640 stratum3
chrY 6470315 6471473 chrX 2619960 2621114 stratum2
chrY 6470315 6461907 chrX 4887466 4895913 stratum2
chrY 6474232 6471830 chrX 4885099 4887465 stratum2
chrY 6475782 6474554 chrX 4882355 4883580 stratum2
chrY 6489661 6484692 chrX 4876939 4881925 stratum2
chrY 6494172 6492049 chrX 4872291 4874386 stratum2
chrY 6495450 6494172 chrX 4870974 4872181 stratum2
chrY 6498857 6497094 chrX 1890137 1891912 PAR
chrY 6503616 6498856 chrX 4861279 4865968 stratum2
chrY 6515618 6513828 chrX 4859062 4860898 stratum2
chrY 6517992 6516735 chrX 13953575 13954885 stratum1
chrY 6521017 6519011 chrX 4855983 4858029 stratum2
chrY 6526076 6524444 chrX 4854362 4855995 stratum2
chrY 6532813 6531300 chrX 4850216 4851725 stratum2
chrY 6537238 6532868 chrX 4845618 4850040 stratum2
chrY 6540004 6538511 chrX 4844027 4845506 stratum2
chrY 6543601 6540024 chrX 4839994 4843636 stratum2
chrY 6546437 6543601 chrX 4836946 4839877 stratum2
chrY 6551278 6546510 chrX 4831936 4836722 stratum2
chrY 6553843 6551276 chrX 4828583 4831136 stratum2
chrY 6555073 6553842 chrX 4826804 4828187 stratum2
chrY 6556750 6555389 chrX 4823538 4824863 stratum2
chrY 6559212 6558013 chrX 4820783 4822039 stratum2
chrY 6564947 6562539 chrX 4815412 4817791 stratum2
chrY 6566437 6565113 chrX 4814089 4815409 stratum2
chrY 6569325 6566433 chrX 4810991 4813851 stratum2
chrY 6574384 6569366 chrX 4803705 4808815 stratum2
chrY 6580553 6575246 chrX 4797401 4802662 stratum2
chrY 6582522 6580659 chrX 4795516 4797399 stratum2
chrY 6585785 6584409 chrX 4794084 4795518 stratum2
chrY 6594046 6596915 chrX 4765948 4768942 stratum2
chrY 6597362 6598840 chrX 4770811 4772333 stratum2
chrY 6600489 6602538 chrX 4774283 4776391 stratum2
chrY 6610381 6611620 chrX 2619257 2620496 stratum2
chrY 6613516 6614659 chrX 4781269 4782414 stratum2
chrY 6631034 6628422 chrX 4758117 4760828 stratum2
chrY 6634391 6631344 chrX 4754494 4757594 stratum2
chrY 6636135 6634727 chrX 4753081 4754479 stratum2
chrY 6638432 6637063 chrX 4751645 4753078 stratum2
chrY 6640950 6639873 chrX 4463277 4464372 stratum2
chrY 6649344 6648315 chrX 4190192 4191201 stratum2
chrY 6651121 6655033 chrX 4678520 4682500 stratum2
chrY 6656584 6657628 chrX 4190192 4191201 stratum2
chrY 6664995 6666071 chrX 4463277 4464372 stratum2
chrY 6665021 6666071 chrX 4503549 4504619 stratum2
chrY 6667513 6668886 chrX 4751645 4753078 stratum2
chrY 6669813 6671220 chrX 4753081 4754479 stratum2
chrY 6671558 6674589 chrX 4754494 4757594 stratum2
chrY 6674899 6677504 chrX 4758117 4760828 stratum2
chrY 6691932 6684681 chrX 4656793 4664141 stratum2
chrY 6696079 6695002 chrX 4706951 4708008 stratum2
chrY 6697701 6695424 chrX 11844166 11846329 stratum3
chrY 6698620 6700346 chrX 6423852 6425563 stratum2
chrY 6705831 6707092 chrX 6430937 6432189 stratum2
chrY 6707662 6708897 chrX 6437693 6438906 stratum2
chrY 6714225 6713118 chrX 665954 667071 PAR
chrY 6715835 6717928 chrX 15119615 15121749 stratum1
chrY 6717562 6718660 chrX 1860488 1861501 PAR
chrY 6721985 6719179 chrX 4652994 4655813 stratum2
chrY 6725859 6722396 chrX 4647991 4651500 stratum2
chrY 6729206 6725984 chrX 4644726 4647991 stratum2
chrY 6730945 6729234 chrX 4642459 4644122 stratum2
chrY 6732977 6730955 chrX 4640294 4642323 stratum2
chrY 6735220 6733211 chrX 4637820 4639796 stratum2
chrY 6757519 6753091 chrX 4630526 4635038 stratum2
chrY 6758945 6757766 chrX 4629377 4630491 stratum2
chrY 6763120 6758950 chrX 4625071 4629275 stratum2
chrY 6764468 6766119 chrX 5334439 5336037 stratum2
chrY 6776518 6774110 chrX 4611831 4614320 stratum2
chrY 6778878 6776519 chrX 4609314 4611659 stratum2
chrY 6783814 6779077 chrX 4604439 4609264 stratum2
chrY 6786176 6783823 chrX 4601845 4604195 stratum2
chrY 6788315 6786176 chrX 1859179 1861168 PAR
chrY 6788918 6786572 chrX 15119414 15121749 stratum1
chrY 6791111 6793601 chrX 1859179 1861501 PAR
chrY 6792995 6790498 chrX 14617724 14620204 stratum1
chrY 6799230 6797500 chrX 4596008 4597787 stratum2
chrY 6802672 6801416 chrX 4592485 4593711 stratum2
chrY 6803912 6802873 chrX 4591430 4592483 stratum2
chrY 6806320 6804391 chrX 4589084 4591125 stratum2
chrY 6811286 6809847 chrX 4585633 4587061 stratum2
chrY 6824574 6822900 chrX 4576245 4577993 stratum2
chrY 6827717 6824584 chrX 4572984 4576067 stratum2
chrY 6833919 6830022 chrX 4567248 4571096 stratum2
chrY 6835473 6836982 chrX 6520234 6521727 stratum2
chrY 6836795 6835206 chrX 4564837 4566427 stratum2
chrY 6837299 6838341 chrX 1027960 1028982 PAR
chrY 6837406 6838693 chrX 19889992 19891277 stratum1
chrY 6840299 6838692 chrX 4562930 4564526 stratum2
chrY 6841869 6840733 chrX 4560329 4561433 stratum2
chrY 6844745 6846279 chrX 3965114 3966647 stratum2
chrY 6844745 6843106 chrX 4557657 4559234 stratum2
chrY 6847885 6844746 chrX 4199445 4202612 stratum2
chrY 6849039 6847885 chrX 4556584 4557659 stratum2
chrY 6852019 6849039 chrX 4553301 4556329 stratum2
chrY 6857572 6852019 chrX 4547431 4553156 stratum2
chrY 6863183 6860742 chrX 4541405 4543805 stratum2
chrY 6867514 6863183 chrX 4537018 4541290 stratum2
chrY 6880708 6878421 chrX 4520199 4522472 stratum2
chrY 6883043 6880704 chrX 4517621 4519934 stratum2
chrY 6888152 6884618 chrX 4512633 4516380 stratum2
chrY 6892793 6888154 chrX 4507855 4512523 stratum2
chrY 6901063 6899363 chrX 4497564 4499195 stratum2
chrY 6902208 6901076 chrX 1555046 1556180 PAR
chrY 6902302 6901081 chrX 3937016 3938248 stratum2
chrY 6907992 6909656 chrX 4199442 4201048 stratum2
chrY 6914859 6913298 chrX 4201052 4202602 stratum2
chrY 6918894 6917231 chrX 4199442 4201048 stratum2
chrY 6927423 6928754 chrX 4143214 4144571 stratum2
chrY 6927502 6928756 chrX 1895871 1897153 PAR
chrY 6935546 6934502 chrX 2202286 2203351 PAR
chrY 6937143 6935838 chrX 4467892 4469219 stratum2
chrY 6940303 6941710 chrX 20609262 20610691 stratum1
chrY 6941710 6940351 chrX 20069522 20070898 stratum1
chrY 6953280 6945181 chrX 4448354 4456456 stratum2
chrY 6955759 6954614 chrX 4447099 4448173 stratum2
chrY 6956979 6955770 chrX 6520123 6521352 stratum2
chrY 6959164 6956882 chrX 4443273 4445527 stratum2
chrY 6963789 6961348 chrX 4440428 4442874 stratum2
chrY 6964842 6963789 chrX 4439161 4440236 stratum2
chrY 6966777 6964841 chrX 4437038 4438973 stratum2
chrY 6969140 6966868 chrX 4434634 4436924 stratum2
chrY 6971935 6970044 chrX 4432146 4434034 stratum2
chrY 6975133 6974039 chrX 18748919 18750009 stratum1
chrY 6980988 6976205 chrX 4425036 4429764 stratum2
chrY 6981479 6982497 chrX 12950527 12951565 stratum1
chrY 6984499 6982541 chrX 4422324 4424192 stratum2
chrY 6989340 6986835 chrX 4418456 4420963 stratum2
chrY 6993481 6991261 chrX 4415088 4417310 stratum2
chrY 6995060 6996068 chrX 4190192 4191201 stratum2
chrY 7004266 7002606 chrX 6183618 6185291 stratum2
chrY 7010934 7007263 chrX 4402132 4405824 stratum2
chrY 7016512 7014471 chrX 4394808 4396891 stratum2
chrY 7018202 7016513 chrX 4393010 4394687 stratum2
chrY 7021377 7018535 chrX 4389874 4392689 stratum2
chrY 7024074 7021404 chrX 4387018 4389722 stratum2
chrY 7030761 7024369 chrX 4380748 4387022 stratum2
chrY 7032093 7030827 chrX 4379205 4380483 stratum2
chrY 7037271 7035809 chrX 1302312 1303763 PAR
chrY 7039619 7037709 chrX 9643719 9645649 stratum3
chrY 7041106 7039537 chrX 20609262 20610834 stratum1
chrY 7044822 7041107 chrX 4363280 4367050 stratum2
chrY 7049146 7047988 chrX 20521522 20522646 stratum1
chrY 7049647 7048502 chrX 339453 340605 PAR
chrY 7050667 7049186 chrX 10468930 10470421 stratum3
chrY 7052998 7050666 chrX 4199446 4201780 stratum2
chrY 7056084 7053420 chrX 4360359 4363137 stratum2
chrY 7059767 7057682 chrX 4357068 4359233 stratum2
chrY 7062477 7059915 chrX 4354492 4357068 stratum2
chrY 7064144 7062978 chrX 4353328 4354495 stratum2
chrY 7067373 7068954 chrX 1587 3162 PAR
chrY 7068356 7067311 chrX 3936197 3937237 stratum2
chrY 7068952 7070882 chrX 3473 5383 PAR
chrY 7087073 7085091 chrX 13953575 13955577 stratum1
chrY 7088780 7087694 chrX 2498276 2499350 PAR
chrY 7088907 7087895 chrX 13953987 13954996 stratum1
chrY 7093447 7090847 chrX 4341357 4344011 stratum2
chrY 7095246 7094074 chrX 4339284 4340458 stratum2
chrY 7122178 7117759 chrX 4328786 4333190 stratum2
chrY 7126686 7124959 chrX 4322583 4324425 stratum2
chrY 7137781 7134816 chrX 4318429 4321364 stratum2
chrY 7140588 7139046 chrX 4314989 4316565 stratum2
chrY 7146916 7144972 chrX 4311658 4313558 stratum2
chrY 7149267 7146907 chrX 4307933 4310236 stratum2
chrY 7152493 7150157 chrX 4304400 4306756 stratum2
chrY 7164301 7159890 chrX 4300039 4304403 stratum2
chrY 7174183 7170446 chrX 4296206 4299840 stratum2
chrY 7176148 7174889 chrX 4294896 4296194 stratum2
chrY 7178083 7177012 chrX 4293394 4294447 stratum2
chrY 7180225 7178092 chrX 4291155 4293230 stratum2
chrY 7182601 7180304 chrX 4288646 4290927 stratum2
chrY 7184266 7183218 chrX 4287461 4288518 stratum2
chrY 7190194 7184269 chrX 4281250 4287261 stratum2
chrY 7192694 7190202 chrX 4278416 4280977 stratum2
chrY 7193936 7192846 chrX 4271353 4272442 stratum2
chrY 7195085 7193971 chrX 4265574 4266694 stratum2
chrY 7196933 7195087 chrX 4263628 4265478 stratum2
chrY 7197989 7196931 chrX 4261794 4262802 stratum2
chrY 7202913 7204092 chrX 2788823 2790060 stratum2
chrY 7203767 7200797 chrX 4463017 4466055 stratum2
chrY 7206772 7205720 chrX 4254050 4255111 stratum2
chrY 7208075 7206774 chrX 4251294 4252609 stratum2
chrY 7209563 7208076 chrX 4249673 4251131 stratum2
chrY 7211189 7210037 chrX 4248547 4249670 stratum2
chrY 7219806 7217467 chrX 4240815 4243082 stratum2
chrY 7224091 7221221 chrX 4236628 4239524 stratum2
chrY 7226999 7224585 chrX 4233061 4235518 stratum2
chrY 7234371 7232933 chrX 4225970 4227485 stratum2
chrY 7237854 7236362 chrX 4221665 4223104 stratum2
chrY 7240276 7237866 chrX 4215090 4217616 stratum2
chrY 7242260 7240758 chrX 4212620 4214144 stratum2
chrY 7245441 7243883 chrX 4209356 4210949 stratum2
chrY 7248363 7245714 chrX 4206194 4208916 stratum2
chrY 7251525 7248414 chrX 4202666 4205760 stratum2
chrY 7260853 7259298 chrX 1155243 1156748 PAR
chrY 7264270 7261363 chrX 2721351 2724246 stratum2
chrY 7265706 7264409 chrX 2719916 2721212 stratum2
chrY 7376174 7372343 chrX 3909468 3913266 stratum2
chrY 7378561 7380814 chrX 4199445 4201711 stratum2
chrY 7380815 7382906 chrX 4199446 4201541 stratum2
chrY 7388052 7384546 chrX 3905230 3908770 stratum2
chrY 7391267 7388528 chrX 3901815 3904640 stratum2
chrY 7396962 7395398 chrX 3898763 3900277 stratum2
chrY 7399957 7398537 chrX 3895604 3897047 stratum2
chrY 7404779 7402079 chrX 3890573 3893313 stratum2
chrY 7409071 7410224 chrX 470321 471472 PAR
chrY 7409074 7410232 chrX 20506218 20507348 stratum1
chrY 7413844 7415124 chrX 15104095 15105402 stratum1
chrY 7413945 7415128 chrX 8680682 8681892 stratum3
chrY 7419550 7415766 chrX 3884314 3888179 stratum2
chrY 7421433 7419648 chrX 3876736 3878513 stratum2
chrY 7423920 7422399 chrX 3873098 3874616 stratum2
chrY 7426112 7424046 chrX 3870842 3872937 stratum2
chrY 7429096 7426107 chrX 3867691 3870619 stratum2
chrY 7431683 7430206 chrX 3864189 3865566 stratum2
chrY 7433080 7435218 chrX 1859179 1861161 PAR
chrY 7434964 7432469 chrX 14617724 14620208 stratum1
chrY 7436891 7435420 chrX 3862412 3863896 stratum2
chrY 7438477 7436896 chrX 3860585 3862151 stratum2
chrY 7443302 7438763 chrX 3855166 3859935 stratum2
chrY 7444477 7443303 chrX 3853744 3854915 stratum2
chrY 7446170 7444786 chrX 2498271 2499660 PAR
chrY 7446694 7445266 chrX 13953586 13954996 stratum1
chrY 7450619 7452129 chrX 6426850 6428375 stratum2
chrY 7456941 7458332 chrX 6429297 6430692 stratum2
chrY 7462160 7459847 chrX 3848860 3851208 stratum2
chrY 7466211 7462192 chrX 3844703 3848664 stratum2
chrY 7470626 7466423 chrX 3840460 3844705 stratum2
chrY 7471666 7470629 chrX 3838907 3839921 stratum2
chrY 7476323 7471671 chrX 3834139 3838800 stratum2
chrY 7479940 7476721 chrX 3830878 3834133 stratum2
chrY 7484006 7480064 chrX 3825924 3829775 stratum2
chrY 7489183 7485973 chrX 3821994 3825117 stratum2
chrY 7490818 7489639 chrX 3820048 3821219 stratum2
chrY 7496738 7500072 chrX 3795841 3799268 stratum2
chrY 7500539 7502132 chrX 3799891 3801380 stratum2
chrY 7507324 7505208 chrX 3763494 3765603 stratum2
chrY 7512529 7509601 chrX 3757613 3760611 stratum2
chrY 7517360 7514425 chrX 3750612 3753597 stratum2
chrY 7521933 7520732 chrX 3747654 3748834 stratum2
chrY 7523116 7524161 chrX 9555275 9556328 stratum3
chrY 7523117 7524576 chrX 1731808 1733301 PAR
chrY 7529004 7524565 chrX 3743168 3747653 stratum2
chrY 7534604 7532336 chrX 3740624 3742964 stratum2
chrY 7538367 7535011 chrX 3737298 3740615 stratum2
chrY 7543830 7542587 chrX 3728286 3729547 stratum2
chrY 7546789 7544940 chrX 3718359 3720134 stratum2
chrY 7549887 7547760 chrX 3715656 3717796 stratum2
chrY 7552448 7551393 chrX 3712179 3713212 stratum2
chrY 7558573 7555259 chrX 3703673 3707023 stratum2
chrY 7560883 7558712 chrX 3700826 3703016 stratum2
chrY 7564846 7562883 chrX 3697272 3699214 stratum2
chrY 7565933 7564844 chrX 3695830 3696978 stratum2
chrY 7567902 7565933 chrX 3693552 3695576 stratum2
chrY 7572083 7570720 chrX 3686946 3688309 stratum2
chrY 7572717 7573973 chrX 3754971 3756168 stratum2
chrY 7575793 7574341 chrX 3685463 3686949 stratum2
chrY 7580715 7577688 chrX 3681254 3684343 stratum2
chrY 7583713 7580761 chrX 3677765 3680754 stratum2
chrY 7590038 7587044 chrX 3673629 3676654 stratum2
chrY 7599308 7598282 chrX 3668667 3669715 stratum2
chrY 7612307 7609282 chrX 3656771 3659818 stratum2
chrY 7614508 7612305 chrX 4463830 4466057 stratum2
chrY 7615065 7616216 chrX 4250773 4251926 stratum2
chrY 7616252 7617337 chrX 20199962 20201063 stratum1
chrY 7621330 7619927 chrX 14617724 14619120 stratum1
chrY 7624924 7621511 chrX 3652695 3656114 stratum2
chrY 7627999 7624929 chrX 3649447 3652583 stratum2
chrY 7629809 7628226 chrX 3647826 3649449 stratum2
chrY 7636615 7634583 chrX 3642587 3644549 stratum2
chrY 7642080 7638559 chrX 3638201 3641750 stratum2
chrY 7642083 7643221 chrX 3636516 3637659 stratum2
chrY 7644740 7646823 chrX 3638195 3640297 stratum2
chrY 7652005 7647775 chrX 3629294 3633613 stratum2
chrY 7655332 7653564 chrX 3626080 3627830 stratum2
chrY 7663669 7664940 chrX 3966681 3967957 stratum2
chrY 7664940 7662610 chrX 4199445 4201792 stratum2
chrY 7675154 7673686 chrX 3613869 3615364 stratum2
chrY 7677419 7675143 chrX 3609777 3612073 stratum2
chrY 7679421 7678395 chrX 3608670 3609712 stratum2
chrY 7683619 7682086 chrX 3602761 3604323 stratum2
chrY 7692780 7690823 chrX 3593955 3595968 stratum2
chrY 7698830 7697528 chrX 3589763 3591099 stratum2
chrY 7703253 7705753 chrX 1859179 1861501 PAR
chrY 7705143 7702664 chrX 14617728 14620181 stratum1
chrY 7709485 7708090 chrX 6429297 6430692 stratum2
chrY 7715361 7714181 chrX 6427191 6428375 stratum2
chrY 7716968 7715362 chrX 3582337 3583895 stratum2
chrY 7734106 7726784 chrX 3546702 3554170 stratum2
chrY 7735376 7734266 chrX 3545610 3546702 stratum2
chrY 7739199 7736408 chrX 3542434 3545270 stratum2
chrY 7742266 7740423 chrX 3540145 3541967 stratum2
chrY 7745080 7743617 chrX 3535678 3537198 stratum2
chrY 7749185 7746289 chrX 3532274 3535143 stratum2
chrY 7752976 7749181 chrX 3527138 3530913 stratum2
chrY 7754836 7752981 chrX 3525089 3526954 stratum2
chrY 7756334 7754836 chrX 3523268 3524811 stratum2
chrY 7758482 7756671 chrX 3521413 3523269 stratum2
chrY 7759505 7758486 chrX 3520265 3521280 stratum2
chrY 7768066 7767043 chrX 3518985 3520045 stratum2
chrY 7779230 7777084 chrX 3514198 3516383 stratum2
chrY 7783016 7779427 chrX 3510605 3514203 stratum2
chrY 7788585 7783018 chrX 3503496 3509086 stratum2
chrY 7790952 7788590 chrX 3500920 3503272 stratum2
chrY 7795018 7790960 chrX 3496437 3500559 stratum2
chrY 7797307 7795398 chrX 9643719 9645648 stratum3
chrY 7798792 7797225 chrX 20609263 20610834 stratum1
chrY 7801334 7799543 chrX 3494192 3495836 stratum2
chrY 7803220 7801944 chrX 3492896 3494192 stratum2
chrY 7805038 7803409 chrX 3491278 3492887 stratum2
chrY 7807089 7805733 chrX 3489786 3491114 stratum2
chrY 7809837 7808722 chrX 3487570 3488607 stratum2
chrY 7815163 7810127 chrX 3481745 3486886 stratum2
chrY 7819255 7818114 chrX 3474256 3475381 stratum2
chrY 7820668 7821724 chrX 13953617 13954722 stratum1
chrY 7824891 7823840 chrX 3471890 3472995 stratum2
chrY 7827118 7825043 chrX 3469777 3471880 stratum2
chrY 7831688 7828212 chrX 3464387 3468011 stratum2
chrY 7840210 7832485 chrX 3456768 3464366 stratum2
chrY 7843234 7841352 chrX 3454062 3455995 stratum2
chrY 7846566 7844887 chrX 3450183 3451860 stratum2
chrY 7850300 7847620 chrX 3446503 3449210 stratum2
chrY 7851509 7850377 chrX 3444401 3445563 stratum2
chrY 7856862 7854174 chrX 3438596 3441306 stratum2
chrY 7885493 7882886 chrX 3431524 3434140 stratum2
chrY 7890094 7887640 chrX 3428596 3431066 stratum2
chrY 7901708 7897076 chrX 3422198 3426849 stratum2
chrY 7903250 7901703 chrX 3420328 3421900 stratum2
chrY 7906516 7904390 chrX 3417049 3419215 stratum2
chrY 7908593 7907284 chrX 3415611 3416873 stratum2
chrY 7912528 7908598 chrX 3411333 3415190 stratum2
chrY 7915109 7913891 chrX 3410126 3411345 stratum2
chrY 7917237 7915117 chrX 3407841 3409929 stratum2
chrY 7923106 7918384 chrX 3402018 3406842 stratum2
chrY 7926902 7923583 chrX 3398268 3401620 stratum2
chrY 7940730 7939099 chrX 3394309 3395998 stratum2
chrY 7944562 7941756 chrX 3389445 3392219 stratum2
chrY 7950969 7945387 chrX 3383060 3388700 stratum2
chrY 7952416 7951377 chrX 3382053 3383064 stratum2
chrY 7955402 7954141 chrX 3378727 3380007 stratum2
chrY 7958874 7955626 chrX 3374439 3377707 stratum2
chrY 7962372 7959505 chrX 3371466 3374395 stratum2
chrY 7972609 7969522 chrX 3357584 3360733 stratum2
chrY 7978356 7974877 chrX 3353167 3356675 stratum2
chrY 7981788 7978825 chrX 3350201 3353163 stratum2
chrY 8007483 8006425 chrX 1302716 1303763 PAR
chrY 8010299 8009152 chrX 3342538 3343699 stratum2
chrY 8017020 8018507 chrX 10468937 10470423 stratum3
chrY 8018934 8017034 chrX 14618327 14620208 stratum1
chrY 8021874 8023366 chrX 4190192 4191609 stratum2
chrY 8029759 8024788 chrX 3329279 3334231 stratum2
chrY 8033179 8031246 chrX 3325769 3327687 stratum2
chrY 8035705 8033296 chrX 3323323 3325625 stratum2
chrY 8044922 8037049 chrX 3313797 3321995 stratum2
chrY 8047399 8046367 chrX 4190192 4191201 stratum2
chrY 8049009 8050052 chrX 4190192 4191201 stratum2
chrY 8054484 8050963 chrX 3310258 3313780 stratum2
chrY 8055882 8054491 chrX 3308701 3310117 stratum2
chrY 8057433 8056086 chrX 3307420 3308695 stratum2
chrY 8060125 8057446 chrX 3304605 3307211 stratum2
chrY 8063336 8060928 chrX 3301301 3303683 stratum2
chrY 8071129 8064432 chrX 3293052 3299687 stratum2
